Content,Date,Title
制度の根幹に関わるトラブルが後を絶たない。いったん立ち止まり、信頼を回復するための施策を講じるべきだ。マイナンバー関連の改正法が成立した。社会保障、税、災害対策の3分野以外でも使えるようになる。健康保険証との一体化が事実上義務付けられる。感染症の世界的流行や災害時などに国民への支援を迅速に行えるほか、投薬や病歴の情報を治療に活用できる利点がある。行政の効率が改善され、暮らしの質が高まるなら、意義は大きい。だが、現実には国民を不安に陥らせるようなミスが相次ぐ。コンビニエンスストアでの証明書交付サービスでは、他人の住民票が発行された。カード取得者に与えられるマイナポイントを誤って他人に付与するケースも相次いだ。政府から給付金を受け取る公金受取口座では、家族で同じ口座を登録するといった事例が約13万件も確認された。保険証廃止でつまずきマイナ保険証では、他人の情報がひも付けられて医療情報が閲覧された。企業の健保組合から国民健康保険に移った情報などがカードに反映されず、無保険状態となるトラブルも各地で起きた。コンビニでの証明書の誤発行は富士通子会社のシステム設計に問題があった。残りの大部分は人為的なミスによるものだ。河野太郎デジタル相は「マイナンバー制度のシステムそのものに問題は無い」と主張するが、国民の不安を理解していない。システムの受注企業を監督する自治体の体制や、事務作業の精度を高める環境まで含めて、制度全体の安定性が問われている。混乱の背景には、デジタル化の遅れを取り戻そうと、躍起になってマイナカードの普及を進める政府の姿勢がある。河野氏は昨年10月、2024年秋に現行の保険証を廃止する方針を唐突に打ち出した。マイナ保険証と併用するとしていた従来方針からの転換だ。マイナポイントの付与が期間限定とされたこともあり、申請が集中した。自治体や健保組合、システムの受注企業などに過大な負担がかかったのは明らかだ。老人福祉施設では、意思表示が難しい要介護者が円滑にマイナ保険証を取得できるか、懸念が広がる。改正法施行後1年間は今の保険証も使えるが、状況次第で期間延長を検討すべきだ。国民の理解も追いついていない。給付金の受け取りに支障が生じるにもかかわらず、公金受取口座に家族を登録する人が多いのは、その証左だろう。トップダウンで期限を区切れば事業のスピードアップを図れる。新型コロナウイルス禍のような緊急時に組織を動かす場合は効果的だろう。ただ、今回のように、将来にわたって運用される制度を作る際に求められるのは、より慎重な判断ではなかったか。国民の理解が欠かせぬ人はミスを犯す。それをシステムで補うことはできても、万全とはいえない。マイナ保険証の登録遅れが確認された大阪府守口市では、ミスを修正するプログラムを導入したものの、繰り返し発生するエラーに対応しきれず、結局人による確認が必要になった。制度の導入期に不具合はつきものだ。安定するまで点検を繰り返し、一歩ずつ進むほかない。政府の情報開示も不十分だ。厚生労働省はマイナ保険証のミスを把握しながら、積極的に周知しなかった。デジタル庁も公金受取口座の問題などで開示が遅れた。情報が共有されないとミスが続くばかりか、国民の不信感が募る。重要なのは国会の役割だ。マイナンバーは使途が拡大され、マイナカードの本人確認機能はさまざまな場面で活用される。不適切な利用がなされていないか、定期的に報告を求め、制度の透明性確保に努めてもらいたい。デジタル先進国のデンマークは、ITになじんだ若年層向けの行政手続きから施策を進め、段階的に国民の理解を得たという。日本は、きめ細かい配慮や戦略を欠いている。政府はオンラインでの銀行口座開設や携帯電話契約の本人確認手段をマイナカードに一本化することを検討する。だが、自治体や国民を置き去りにしたまま進めても、制度は根付かない。計画を十分検証し、必要に応じて見直すことをためらうべきではない。,2023/6/9,混乱続くマイナカード 拙速排し立ち止まる時だ
ロシアによる軍事侵攻が、新たな惨事を招いた。ウクライナ南部のロシア占領地域にあるカホフカ水力発電所のダムが破壊され、ドニエプル川下流域で洪水が広がった。ウクライナ、ロシア両政府とも、「民間人を危険にさらす破壊行為だ」と相手を非難している。ウクライナ軍による反転攻勢の開始が伝えられる中で起きた。洪水が広がったことで、攻勢は困難になったとの見方も出ている。下流のウクライナ側では1万6000人以上が被災したという。ロシア占領地域でも住宅浸水や停電が起きた。多数の犠牲者が出る可能性も指摘されている。農業用水としても使われており、食糧生産に打撃となる可能性が高い。埋設された地雷が流れ出す懸念もある。欧州最大規模のザポロジエ原発の冷却にも、ダムの水が使われている。決壊による影響は確認されていないが、この原発では昨年11月にも攻撃が相次いだ。原発の安全確保が急務だ。両国は、国連の調査や国際機関による人道支援活動に協力すべきである。20世紀に起きた2度の世界大戦で人類は民間人に多大な犠牲を出した。その教訓から、国際社会は市民の犠牲を抑えるために国際法を整えてきた。1977年に採択されたジュネーブ条約追加議定書はダムや堤防、原発を攻撃対象とすることを禁じている。攻撃を受けた場合の危険度が高く、民間への悪影響が計り知れないためだ。ロシアは国連安全保障理事会の常任理事国として、世界の平和に特別な責任を負っている。にもかかわらずウクライナでアパートや病院、学校などの民間施設を攻撃してきた。ルールを無視し、さらに国際秩序を破壊することは許されない。誰がダムを破壊したかは不明だが、巻き添えで犠牲になったのは一般市民だ。国連のグテレス事務総長は緊急記者会見でこう述べた。「ウクライナでの苦しみの水門は、1年以上にわたりあふれ続けている」市民の苦痛をこれ以上長引かせないためにも、ロシアは直ちに軍を撤退しなければならない。,2023/6/8,ウクライナでダム破壊 露の侵攻が招いた惨事だ
人工知能（AI）を使って画像や文章、音声などを生成できるようになった。表現活動を脅かされかねないとして、文化芸術の担い手が危機感を募らせている。懸念されるのは、著作権が侵害されることだ。画像や文章を生成させるためには、大量のデータを読み込ませる必要がある。データとして利用されるのは、アーティストが創造した画像や楽曲、俳優の肖像、声などである。俳優や音楽家らで作る日本芸能従事者協会が5月に実施したウェブアンケートでは回答者の約94％が「権利侵害などの弊害に不安がある」と答えた。「画像の生成に自身の作品を勝手に使用された」「培った技術の価値が否定される」と訴える声も寄せられた。現行の著作権法では、情報解析や情報処理のためであれば、学習用データとして著作権者の許諾なしに著作物を利用することができる。イノベーションの創出を図りたい産業界からの要請で、国が2018年に法改正した。だが、生成AIが急速に進化したため、現在の著作権法の枠組みでは十分に対応できない問題も生まれている。AIによる生成過程は外から知ることができず、ブラックボックス化している。人間の場合と違って、どのデータを使ったのか明らかになりにくい。芸能従事者協会は、学習させたデータの開示を利用者に義務付けるルール作りなど、権利を保護する仕組みを国に要望している。業務の効率化につながるAIの活用はこれからも広がるだろう。すでに人間の仕事が取って代わられている例もある。だが、文化芸術の分野で活用が進めば、アーティストらの創作意欲がそがれかねない。芸や技術の継承に支障が出て、文化の多様性が損なわれる恐れがある。米国では、影響を危惧するハリウッドの脚本家らが映画やドラマのシナリオ作りには使わないよう製作会社側に求めている。文化庁はAIと著作権の問題について、弁護士や有識者らから意見を聞き、課題を探るという。社会のデジタル化が加速する中、文化芸術に携わる人たちの権利が侵害されることのないよう議論を進めてほしい。,2023/6/8,文化芸術と生成AI 創り手の権利守る議論を
科学の発展には、研究者が腰を据えて取り組める環境が重要だ。にもかかわらず、逆行するような事態が全国の大学や研究機関で起きている。研究者の雇い止めだ。改正労働契約法が2013年に施行され、有期雇用者は通算5年を超えると無期雇用への転換を申し込めるようになった。雇用の安定を図るための改正だった。しかし、5年を超す直前に非正規労働者が雇い止めされ、無期転換を阻まれるケースが相次いだ。研究活動は長期に及ぶことが多く、例外的に10年を超えれば無期雇用を希望できることになった。ところが、日本を代表する研究機関である理化学研究所は「10年を超える有期雇用を認めない」とするルールを作った。研究者ら約200人が今年3月末に契約期間を終えた。約半数は「理事長特例」として2年間の雇用継続を認められたが、97人が雇い止めとなった。閉鎖を余儀なくされた研究室もあった。理研だけの問題ではない。文部科学省が昨秋実施した全国調査によると、今年3月末で10年の期間を満了する約1万2000人のうち、無期転換の見込みがある人は44％にとどまっていた。そもそも国内の研究機関は、日常的な運営に使える予算が減らされる中、人件費を圧縮してきた。無期雇用の対象者を絞り込み、任期付きポストが拡大した。研究者を「使い捨て」のように扱う雇用環境が固定化してしまうと、手っ取り早く成果が見込める分野が優先されかねない。それでは、未来を開くような独創的な研究は育ちにくい。政府は成長戦略で研究力の強化と人材の育成を掲げてきた。だが、影響力のある論文数の比較で日本の順位は下がり、研究力の低迷は深刻さを増している。背景には、研究者という職業が魅力的でなくなっているという事情もある。企業が専門人材を受け入れる体制も不十分で、大学院博士課程への進学者は減っている。本来、人材の流動化はキャリアの向上に資するものだ。安易な雇い止めが広がることは、改正法の趣旨に照らしても本末転倒といえる。日本の科学力の底上げを目指すならば、研究者が能力を生かせるようにしなければならない。,2023/6/7,研究者の雇い止め 使い捨てでは未来開けぬ
地域の緊張が高まっている時こそ、国防を預かる責任者には、状況の悪化を避ける努力が求められるはずだ。オースティン米国防長官と中国の李尚福国務委員兼国防相がシンガポールで開かれた国際会議に出席したものの、正式な会談は実現しなかった。米国側は会談を申し入れたが拒否されたと説明する。中国側は李氏がロシアからの武器購入を巡って米国の制裁対象となっていることを問題視したとされる。アジアの平和と安定を左右する両国の国防トップが対話の機会を逸したのは、極めて残念と言うほかない。折しも、米中による偶発的な衝突のリスクを懸念させる事案が相次いでいる。南シナ海上空で中国の戦闘機が米偵察機の正面を横切り、台湾海峡では米海軍のミサイル駆逐艦に中国軍艦が約140メートルの距離まで接近した。いずれも危険な挑発行為だ。会議では双方の不信の根深さが際立った。オースティン氏は「台湾海峡での衝突は破滅的なものになる」と台湾統一に向けた武力行使を排除しない中国に警告した。これに対して李氏は「米中の対立や衝突は世界にとって耐えがたい苦痛となる」とけん制した。米中関係は、昨年8月のペロシ下院議長（当時）の台湾訪問や、今年2月の米軍機による中国の気球撃墜で悪化した。緊急事態に備えた国防当局間のホットラインも機能不全に陥っている。ただ、最近ではレモンド商務長官が訪米した王文濤商務相と会談するなど、経済や外交の分野では本格的な対話再開への機運が高まっている。5日にはクリテンブリンク国務次官補と馬朝旭外務次官が北京で会談し、気球撃墜を受けて取りやめとなったブリンケン国務長官の訪中計画についても協議したとみられている。こうした中、安全保障分野だけが非難の応酬に終始している。対話が進まない現状は、地域にとって不安定要因になっている。アジアの緊張緩和に向けて米中はともに行動する責任がある。国防当局間で、危機管理に不可欠なホットラインの正常化などを進め、ハイレベルの対話を通じて信頼醸成に取り組むべきだ。,2023/6/7,米中国防相会談見送り 偶発的衝突回避へ対話を
与野党間の政治的駆け引きで信頼を損ねただけではないか。米国が国債を償還できなくなる「デフォルト」の危機を辛うじて回避した。政府の借金限度額を定めた「債務上限」の効力を2年間停止する法律を成立させ、償還資金をようやく確保した。米国債は世界で最も安全な資産とされ、日本など各国の政府や金融機関が大量に保有する。デフォルトに陥れば、リーマン・ショックの再来となる恐れがあった。土壇場までもつれたのは、来年の大統領選をにらんだ政争が激しくなったためだ。予算に多くの目玉政策を盛り込んだバイデン大統領は無条件の債務上限引き上げを求めた。一方、野党・共和党は大幅な歳出削減を要求し、トランプ前大統領は「削減を約束しないならデフォルトもやむを得ない」と言い放った。与党・民主党からは、議会の承認手続きを省く強硬論まで飛び出し、対立がエスカレートした。世界経済を「人質」にして、互いに一歩も譲らないチキンレースに終始した。最後は妥協したが、代償は小さくなかった。交渉の難航を受け、格付け会社は米国債を格下げする可能性があると警告した。米国は巨額の借金を抱えている。債務上限は本来、借金の膨張を防ぐものだ。政争の具にしてしまえば、財政への信認は低下する。外交にも影響を及ぼした。広島で開かれた主要7カ国首脳会議（G7サミット）で、バイデン氏は債務問題の調整のため、討議の一部を欠席した。ウクライナ危機や対中政策など国際秩序の根幹に関わる課題がテーマだった。G7のリーダーの対応として疑問符がつく。背景には、米国の政治が内向きの姿勢を強めていることがある。経済格差など米国社会の分断が深まる中、指導者は支持者向けのアピールに躍起となっている。「米国第一」を振りかざしたトランプ氏に続き、バイデン氏も国内産業を保護する政策を推進している。世界全体の利益よりも自国を優先する発想だ。世界の安定は超大国の責務だ。国内問題に足を取られていては役割を果たせない。立場を自覚し、混乱を繰り返してはならない。,2023/6/6,米国債のデフォルト回避 信頼損ねた内向きの政治
性暴力は重大な人権侵害だ。被害の実態解明が先ではないか。ジャニーズ事務所が、創業者のジャニー喜多川氏による性加害問題で、対応策を発表した。まず、事務所に所属していたタレントらを対象とする相談窓口を設置した。外部の専門家らが心の問題をケアするという。また、ガバナンスの改善を目的に前検事総長ら第三者による再発防止特別チームを作る。今年のワールド・ベースボール・クラシック（WBC）優勝にコーチとして貢献した白井一幸氏ら3人を社外取締役に迎える。だが、真相を究明しようという姿勢は相変わらず見えてこない。喜多川氏による性加害疑惑は長年にわたって指摘されてきた。2004年には、週刊誌報道を巡る民事訴訟で「セクハラに関する重要部分は真実」と認める高裁判決が、最高裁で確定した。にもかかわらず、その後、会社としてどのように対応してきたのかは不透明なままだ。その時点で対策を講じなかったことが被害を拡大させたのだとしたら、企業としての責任は大きい。先月、10代前半に受けた性被害を記者会見で告白した元所属タレントは「事務所には実際あったことを事実と認め、被害者への謝罪と対応を求めたい」と訴えた。ジャニーズは喜多川氏が故人であることを理由に性加害があったかどうかを認めようとしない。しかし、心のケアも再発防止も、実態の解明なしには進まないはずだ。自浄作用には限界がある。やはり、独立した第三者委員会を設け、被害を訴える人らのプライバシーに配慮しながら調査し、結果を公表すべきだ。芸能界におけるセクハラ、パワハラの告発はジャニーズに限らない。撮影現場や稽古（けいこ）場といった閉鎖的な空間ではハラスメントが起きやすい。フリーランスが多く、監督や演出家に比べて立場が弱いという事情もある。未成年のタレントも少なくない。米国では多くの州で、エンタメに従事する子どもの健全な発育を守るための法律などがある。日本でも芸能従事者を保護する法整備を求める動きがある。文化芸術の発展のためにも、ハラスメントを根絶しなければならない。,2023/6/5,ジャニーズが対応策 まずは被害実態の解明を
関税引き下げを伴わない経済圏構想には限界がある。輸出拡大などの実利に乏しければ、機能しないのではないか。米国主導の「インド太平洋経済枠組み（IPEF）」が供給網強化の協定を策定することで合意した。日本を含む14カ国で、半導体や希少金属などの重要物資を特定国に依存しない供給網や、緊急時に融通しあう仕組みを構築する。新型コロナウイルス禍でマスクや消毒液などが不足し、ウクライナ危機では肥料や希少金属の価格が高騰した。経済や社会の動揺を抑えるための備えは必要だ。自動車の電化に不可欠なレアアース（希土類）など中国頼みの物資は多い。他国を経済的に威圧する行為に利用される懸念がある。米国はデリスキング（リスク低減）の具体策としてIPEFを位置付け、戦略物資の中国依存を解消する戦略を描く。一方で、東南アジアなど他の参加国が期待するのは実利だ。経済面で中国との関係が深い国もある。中国排除の性格を強めれば、内部で摩擦が生じかねない。例えばインドネシアだ。蓄電池や自動車の産業化を狙って、原材料であるニッケルの輸出を規制した。資源が欲しい海外企業には国内への投資を呼びかけ、多くの中国企業が進出した。保護主義的な政策を強める中で中国との関係を深め、米国主導の供給網強化の一翼も担う。複雑な構図だ。協定ができたとしても、実効性には疑問符が付く。インドを半導体の製造拠点とし、ベトナムのレアアース生産能力を高めれば、日米は供給網を強化できるだろう。ただし、自由貿易のルールを共有し、利益を分かち合う関係を築くことが前提だ。IPEFにはそうした視点が欠けている。これでは企業は動きにくい。デジタルデータの越境移転や労働者保護など、供給網以外の交渉は難航している。米国が自国に都合の良いルール整備を重視し、新興国の理解を得られないためだ。アジアの成長を取り込みたいのなら、自由貿易の枠組みを活用するのが本道だ。日本は米国にIPEFの限界を説き、環太平洋パートナーシップ協定（TPP）への復帰を働きかけるべきだ。,2023/6/4,IPEFの供給網協定 相互利益につながるのか
人工妊娠中絶のための飲み薬の製造販売が、国内で初めて承認された。外科手術に比べて身体への負担が少ない。選択肢が広がったことは前進だが、なお課題も残っている。英製薬会社が開発した「メフィーゴパック」という薬だ。妊娠9週以内の人が、指定医のもとで2種類の薬剤を服用することにより、中絶が可能になる。経口中絶薬は、1988年にフランスで初めて承認され、現在70カ国以上で使われている。世界保健機関（WHO）も安全だとして推奨してきた。しかし、日本では、妊娠初期の中絶方法は、これまで外科手術しか認められず、世界の潮流から遅れていた。承認には、条件が付けられた。腹痛や出血などの副作用があるため、当面、入院が可能な病院・診療所での使用に限られる。外来であっても、中絶が確認されるまでは院内待機が求められる。安全性を考慮すれば、当初は慎重を期すのはやむを得ないだろう。だが、病院と有床診療所に限定することで、女性が薬にアクセスしにくい状況を招かないか懸念が残る。知見を生かしながら、柔軟に対応していく必要がある。費用の問題もある。中絶薬の服用は、外科手術と同様、原則として保険が適用されず、自由診療となる。薬代に加え、医療機関での診察・検査などの料金を含めると10万円程度かかると想定されている。もう少し安価に提供できるようにすべきではないか。また母体保護法は、中絶に原則として配偶者の同意を求めているが、要件撤廃を求める声は強い。法改正を検討すべきだ。国内の中絶件数は、2021年度で約12万6000件にのぼる。厚生労働省が承認前に一般から意見を公募したところ、異例に多い約1万2000件が寄せられ、関心の高さを示した。世界では「性と生殖に関する健康と権利」への理解が広がっている。産むか産まないかなど、自分の身体に関することを自己決定できる権利を尊重する考え方だ。承認を第一歩として、安心して使用できる仕組みを整える必要がある。女性の健康と権利を守る取り組みをさらに進めていかなければならない。,2023/6/4,飲む中絶薬の承認 安心して使える仕組みを
言論を暴力で封じ、民主主義の基盤である選挙を脅かすような行為を、どう防いでいくか。教訓を重く受け止めなければならない。4月に岸田文雄首相の遊説先で爆発物が投げ込まれた事件について、警察庁が警護の状況を検証した報告書を公表した。事件は、和歌山市の漁港で起きた。首相は避難し無事だったが、聴衆ら2人が軽傷を負った。兵庫県に住む容疑者が逮捕された。報告書が指摘したのは、和歌山県警の警護計画の不備だ。安全を確保するための実効的な措置が盛り込まれていなかった。聴衆は漁協関係者やその親族らに限られるとの前提で作られていた。自民党県連や漁協の説明に基づくものだが、認識が甘かったと言わざるを得ない。出入りは、漁協のスタッフが顔を見てチェックするだけだった。一律の手荷物検査はなく、金属探知機も設けられなかった。警察庁の事前審査も十分ではなかった。計画の不備を具体的に指摘するには至らなかった。爆発地点から約60メートル離れたコンテナに、爆発物の一部とみられる破片が突き刺さっていた。甚大な被害が生じた可能性もある。昨年7月には安倍晋三元首相が参院選の応援演説中に銃撃され、死亡した。選挙演説が相次いで標的となった。深刻な事態だ。選挙中の警護・警備は難しい。政治家がさまざまな場所で演説し有権者と触れ合う場面が多い。警察だけでは、対応に限界がある。要請・助言した安全対策を実施するかどうかは、政治家や政党側の判断に任されている。報告書では、これまで以上に警察から安全確保の取り組みを求めていく方針が示された。演説会場はなるべく屋内とするよう働きかける。屋外で実施する場合、有権者と拳を合わせる「グータッチ」などは避けるのが望ましいと説明していくという。選挙では「握手の数しか票は出ない」とも言われてきた。だが、首相や閣僚が狙われれば、国政に影響が及ぶ。集まった有権者も巻き込まれかねない。政治の側も認識を改める必要がある。国民の理解を得ながら、政治と警察で選挙活動の安全を守るルールづくりを進める時だ。,2023/6/3,首相襲撃で警察報告書 演説の安全守るルールを
少子化対策は日本にとって喫緊の課題だ。「次元の異なる対策」を約束しながら、施策の列挙にとどまり、財源の根拠を示さないのは無責任というほかない。政府の有識者会議「こども未来戦略会議」で、来年度から3年間に取り組む施策の素案が示された。年3兆円台半ばの予算規模を見込んでいる。岸田文雄首相は近日中に予定する経済財政運営の指針「骨太の方針」策定までに、子育て予算の倍増に向けた財源の大枠を示すと説明してきた。今回、財源の枠組みとして新たに打ち出したのは、子ども政策を実行するための「支援金制度」の創設と、社会保障の歳出改革だ。支援金は企業を含め社会全体で広く負担するとの位置づけだが、詳細は年末に先送りされた。どのような仕組みで資金を手当てするのかは、明らかになっていない。先送りされた財源確保安定財源の確保にめどがたつ2028年度までは、子ども関連予算を管理する特別会計を作り、不足分は「こども特例公債」を発行して補うという。だが、本来、子どもの育ちを支える費用が、将来世代の借金頼みとなっては本末転倒だ。社会保障制度の持続性を高めるには、歳出の見直しが不可欠だ。ただ、抑制は容易ではない。高齢化に伴い社会保障費は膨らみ続けており、公費投入も増えている。毎年、薬価を引き下げたり、利用者負担を増やしたりして社会保障費の増額幅を抑えてきた。さらに圧縮すれば、医療や介護の給付が目減りしかねない。与党内の反発が強く、削減幅は盛り込まれなかった。年末には6年に1度の医療と介護の同時報酬改定に向けた詰めの作業が控える。物価高や人件費増を理由に、医師会など関係団体が報酬のアップを求めている。にもかかわらず、政府は28年度までに徹底した歳出改革を行い、国民に実質的な追加負担が生じないことを目指すという。現実味を欠いていると言わざるをえない。財源の議論が深まらないのは、選択の幅を狭める前提を設けたからではないか。岸田首相は消費税を含む増税を当初から封じた。政府は必要な費用を社会保障の枠内でやりくりするしばりをかけた。政府内では公的医療保険料を引き上げて「支援金」に回す案が検討されている。医療保険は、あらかじめ保険料を支払い、病気やケガをした時に安心してサービスを受ける仕組みだ。目的外の子育てに充てることには問題がある。防衛力増強の財源確保をめぐって首相は、歳出改革で捻出できない分は、増税で賄うことを想定している。それに比べ少子化対策は、財源の手当てに本気度が見えない。これでは優先度が低いと受け止められても仕方がない。首相は30年までが少子化対策の「ラストチャンス」と強調している。年内にも予想される解散・総選挙を意識して、財源や国民負担などの議論を避けているとすれば、不誠実だ。若者の雇用安定が先決少子化が急速に進むと、人口構成がゆがみ、社会の持続可能性も揺らぎかねない。素案には児童手当の拡充や育児休業中の経済支援強化などが盛り込まれた。児童手当は所得制限を撤廃し、対象を高校生まで広げて月1万円を支給する。第3子以降は現在の1万5000円を3万円に倍増する。社会で子どもを育てるという観点から、子ども・子育て支援の拡充は必要だ。しかし、子育て世帯を対象としたこれらの施策によって、少子化にブレーキがかけられるのかは見通せない。少子化の大きな要因は、結婚しない人が増えていることだ。結婚や出産は個人の自由な選択だが、雇用が不安定で収入が低いなど、経済的な理由から希望がかなわない人もいる。35歳未満の男性の場合、非正規で働く人の婚姻率は正規の3分の1にとどまる。正規と非正規の生涯賃金は、1億円の差があるとされる。素案には所得向上策として、賃上げや非正規の正規化などが挙げられているが、具体性を欠き、踏み込み不足だ。少子化は国のあり方にかかわる大きな課題であり、歯止めをかける道筋を示すのが政治の責任だ。国民の理解を得られるよう、施策、財源ともに内容を練り上げていく必要がある。,2023/6/2,岸田政権の少子化対策 「異次元」には物足りない
宇宙開発を理由に北東アジアの緊張を高める行為である。看過できない。北朝鮮が「軍事偵察衛星」を打ち上げたと発表した。失敗したものの、早期に「2回目」を断行するという。「弾道ミサイル技術を使ったあらゆる発射」を禁じる国連安全保障理事会の決議違反である。偵察衛星は、日本や韓国、太平洋地域に展開する米軍などの動向把握が目的だとされる。2021年の朝鮮労働党大会で示された国防発展5カ年計画で、重点的な開発目標に位置付けられた。金正恩（キムジョンウン）総書記は計画期間内に多数の偵察衛星を打ち上げ、情報収集システムを構築する方針を表明している。たびたび開発現場を訪れ、完成した衛星を視察するなど力を入れてきた。米空母などの動きをリアルタイムに把握できるようになれば、地域にとってより深刻な脅威となる。北朝鮮は最近、韓国への戦術核の使用をほのめかし、挑発の度合いを高めている。安全保障面で連携を強める日米韓をけん制する意図もうかがえる。米国を中心にした「アジア版NATO（北大西洋条約機構）」につながると反発してきた。北朝鮮は核拡散防止条約（NPT）加盟国としての義務を無視して核兵器を開発し、米本土を狙う大陸間弾道ミサイル（ICBM）の発射を繰り返してきた。衛星打ち上げは主権国家に認められた権利だと主張するが、国際規範を無視して権利だけ主張しても聞き入れられない。北朝鮮の国内情勢は厳しい。新型コロナウイルスの流入防止を目的とした長期間の国境封鎖で経済は混乱し、食料難が伝えられる。国連児童基金（ユニセフ）は先週、乳幼児の6人に1人が栄養不足による発育不良状態にあると指摘した。金総書記はこの間、「人民大衆第一主義」というスローガンを掲げてきた。にもかかわらず軍事部門に資金を集中させており、国民生活にしわ寄せが及んでいる。核・ミサイル開発を加速する北朝鮮に対し、日米韓は結束して圧力を強める必要がある。中国にも、北朝鮮に自制を促すよう影響力の行使を働きかけていくべきだ。,2023/6/1,北朝鮮の「偵察衛星」 見過ごせない新たな脅威
なぜ、惨劇が起きてしまったのか。警察は捜査を尽くし、全容を解明しなければならない。長野県中野市で4人が殺害された事件から1週間がたった。近所に住む高齢の女性2人が刺されて亡くなり、駆けつけた警察官2人が銃で撃たれ、死亡した。青木政憲容疑者が自宅に立てこもった後、殺人容疑で逮捕された。女性2人について「（独り）ぼっちだとばかにされた」と話しているという。トラブルは確認されておらず、思い込みで恨みを募らせた可能性がある。警察官に関しては「撃たれると思って撃った」と供述している。両親らと4人暮らしだが、ここ数年は地域の活動にも顔を出さなくなっていたとされる。動機や背景を明らかにする必要がある。青木容疑者は散弾銃など4丁の銃を所持していた。「狩猟」と射撃場での「標的射撃」を目的に県公安委員会から許可を得ていた。更新手続きや今年2月の県警による検査の際も、問題視される点は確認されなかったという。世界的に見ても、日本の銃規制は厳しい。所持目的は限定され、講習や射撃教習を受けることが義務づけられている。2007年に長崎県で起きた銃乱射事件を受け、さらに強化された。精神科医らの診断書の提出が必須となり、ストーカー行為をした人や自殺の恐れがある人などは所持できなくなった。それでも、昨年1月には埼玉県の民家で、訪問診療に訪れた医師が散弾銃で撃たれて殺害される事件が起きている。昨年末時点で全国の8万人以上が、計17万丁余の銃所持を許可されている。所持者個人に管理を任せるだけでは限界がある。警察署や猟友会で保管する仕組みも検討すべきではないか。銃被害根絶に向けた取り組みを進めなければならない。複数の警察官が命を奪われる事件は33年ぶりだ。殺害された2人は防弾チョッキを着用せず、拳銃も携帯していなかった。パトロールや事件の初動対応に当たる警察官が襲われるケースは後を絶たない。今回の状況を検証し、安全確保のあり方を見直していくことも欠かせない。,2023/6/1,長野4人殺害事件 銃被害根絶の取り組みを
NHKが、番組のインターネット配信の基準に違反する不適切な予算措置を講じていた。業務と認められていない衛星放送（BS）番組の配信関連費用約9億円を今年度予算に盛り込んでいた。国会承認後、局内の調査で一連の経緯が明らかになった。ガバナンスの機能不全を浮き彫りにする深刻な事態だ。当時の役員や経営委員会の責任は重大だ。放送法は、NHKの本来の業務を放送と定め、ネットは補完業務と位置付ける。ネット業務の内容や範囲は総務相が認可する「インターネット活用業務実施基準」で決められている。地上波の番組は動画配信サービス「NHKプラス」で提供されているが、BS番組は認められていない。実施基準を変更しないままBS番組を配信すれば、放送法に抵触する恐れがある。NHKはきのう、経緯を説明した。予算は前田晃伸・前会長時代の昨年末、理事会ではなく、理事らによる稟議（りんぎ）のみで承認されたと明らかにした。だが、BS番組をネット配信するという方針を決めたことはないという。それでは、なぜ予算に盛り込まれたのか、理事から問題点の指摘はなかったのか、疑問は募るばかりだ。ネット配信の根幹に関わるテーマでありながら、理事会に諮らなかったのも理解に苦しむ。若者を中心にテレビ離れが進む中、NHKはデジタル対応を進めてきた。ネット配信に前のめりの姿勢が、今回の問題の背景にあったのではないか。稲葉延雄会長の下に弁護士らからなる検討会を設け、ガバナンス改革に取り組むという。意思決定プロセスを含め、徹底的に検証し、疑問点をすべて明らかにしなければならない。ネット業務をNHKの本来業務に加えるべきか、総務省の有識者会議が検討を進めている。しかし、民放などは公正な競争が阻害される恐れがあるとして懸念する。受信料で支えられているNHKには高い透明性が求められる。近年、政治との距離などを巡り、公共放送としてのあり方が問われている。組織の体質を改めなければ、国民の信頼は取り戻せない。,2023/5/31,NHKが配信基準違反 国民の信頼損なう行為だ
